lon,lat
70.38047791,20.91316223
70.12367249,21.12602234
73.01994324,19.03999329
77.543466,12.903442
77.236404,28.601303
79.679031,12.259859
83.377304,21.871719
75.004349,15.444031
83.37181091,21.87446594
78.124809,9.927177
72.59971619,23.02116394
86.52900696,22.54188538
86.8283844,22.29469299
73.78074646,18.5634613
73.87550354,18.44810486
72.55439758,23.05686951
72.84690857,19.34898376
70.94078064,22.62840271
72.82218933,21.21391296
